orig.ident,nCount_RNA,nFeature_RNA,perturbation,gRNA_UMI_count,replicate,perturbation_2,library,cancer,celltype,organism,disease,tissue_type,perturbation_type,perturbation_type_2,ncounts,ngenes,percent_mito,percent_ribo,nperts,guide_id,target,mixscale_score
SeuratProject,2958,586,ES.sg28.RASA2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9381,2678,3.5497282,32.373947,1,ES.sg28.RASA2,RASA2,1
SeuratProject,1942,445,ES.sg16.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6116,2058,4.5781555,30.722694,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,1121,330,ES.sg21.LAG3,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3976,1376,1.9366198,38.707245,1,ES.sg21.LAG3,LAG3,1
SeuratProject,1086,307,ES.sg14.DGKA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3825,1545,5.986928,31.084967,1,ES.sg14.DGKA,DGKA,1
SeuratProject,1177,326,ES.sg32.STAT6,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3207,1254,1.4967259,29.123793,1,ES.sg32.STAT6,STAT6,1
SeuratProject,2072,450,ES.sg4.C10orf54,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6178,2233,3.3505988,19.812237,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,2672,510,ES.sg9.CD3D,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8510,2581,1.6921269,25.45241,1,ES.sg9.CD3D,CD3D,2.062749261
SeuratProject,2709,510,ES.sg15.DGKA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7652,2352,3.332462,24.085207,1,ES.sg15.DGKA,DGKA,1
SeuratProject,2303,520,ES.sg9.CD3D,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6804,2208,2.3956497,27.572016,1,ES.sg9.CD3D,CD3D,0.743803581
SeuratProject,3427,619,ES.sg16.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11636,3093,4.142317,32.158817,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,2403,464,ES.sg18.HAVCR2,6,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7990,2413,4.6433043,29.42428,1,ES.sg18.HAVCR2,HAVCR2,1
SeuratProject,3220,605,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11405,2962,5.743095,36.01052,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,1284,347,ES.sg38.TNFRSF9,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4307,1427,2.2289298,40.39935,1,ES.sg38.TNFRSF9,TNFRSF9,1
SeuratProject,2995,552,ES.sg31.SOCS1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8123,2463,7.2510157,22.110058,1,ES.sg31.SOCS1,SOCS1,1
SeuratProject,4849,824,ES.sg4.C10orf54,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,16499,4064,3.0365477,26.59555,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,3603,629,ES.sg37.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12765,3298,4.018801,31.727379,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,2265,479,ES.sg7.CBLB,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6007,2017,2.6469119,24.205093,1,ES.sg7.CBLB,CBLB,0.228290148
SeuratProject,1387,394,ES.sg15.DGKA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4371,1617,2.1505377,30.587967,1,ES.sg15.DGKA,DGKA,1
SeuratProject,4136,665,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,13423,3251,5.8705206,32.60076,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,2552,524,ES.sg4.C10orf54,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8090,2591,3.6217554,25.945612,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,4020,601,ES.sg26.PDCD1,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,14670,3395,2.985685,31.247444,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,1884,443,ES.sg11.CD5,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6769,2324,4.461516,27.419117,1,ES.sg11.CD5,CD5,1
SeuratProject,1751,455,ES.sg7.CBLB,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5377,2082,2.8082573,20.606285,1,ES.sg7.CBLB,CBLB,-0.229689596
SeuratProject,2331,440,ES.sg4.C10orf54,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7855,2269,3.2081478,31.444939,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,1644,386,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4877,1775,3.4242363,26.573713,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,3022,534,ES.sg21.LAG3,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9249,2602,5.287058,29.927559,1,ES.sg21.LAG3,LAG3,1
SeuratProject,2085,435,ES.sg28.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6899,2228,3.0004349,26.438614,1,ES.sg28.RASA2,RASA2,1
SeuratProject,1885,438,ES.sg2.BTLA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5563,2033,3.2356641,23.368687,1,ES.sg2.BTLA,BTLA,1
SeuratProject,3929,627,ES.sg16.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11387,2886,3.9694388,29.261438,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,1677,455,ES.sg18.HAVCR2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5378,2130,4.778728,26.013388,1,ES.sg18.HAVCR2,HAVCR2,1
SeuratProject,1366,338,ES.sg5.C10orf54,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4430,1598,3.9277651,33.36343,1,ES.sg5.C10orf54,C10orf54,1
SeuratProject,2422,461,ES.sg39.TNFRSF9,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8777,2623,2.8369603,26.501081,1,ES.sg39.TNFRSF9,TNFRSF9,1
SeuratProject,2777,519,ES.sg35.TCEB2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9727,2676,3.3720572,31.736404,1,ES.sg35.TCEB2,TCEB2,3.530780896
SeuratProject,2403,462,ES.sg23.LCP2,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8275,2422,3.818731,30.634441,1,ES.sg23.LCP2,LCP2,0.096683976
SeuratProject,1451,371,ES.sg19.HAVCR2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5177,1844,4.500676,29.63106,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,3312,646,ES.sg16.DGKZ,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10175,2694,3.6658478,34.604424,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,1850,429,ES.sg14.DGKA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5765,2011,3.261058,28.083261,1,ES.sg14.DGKA,DGKA,1
SeuratProject,864,274,control,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2756,1138,3.3744557,33.52685,1,ES.sg47.NonTarget.CTRL241,NonTarget,0
SeuratProject,2238,466,ES.sg29.RASA2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7756,2434,6.3692627,33.316143,1,ES.sg29.RASA2,RASA2,1
SeuratProject,1011,312,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2858,1168,2.1343596,31.280617,1,ES.sg45.NonTarget.CTRL232,NonTarget,0
SeuratProject,1181,308,ES.sg14.DGKA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3593,1642,6.373504,14.361258,1,ES.sg14.DGKA,DGKA,1
SeuratProject,1477,381,ES.sg16.DGKZ,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4941,1820,4.2906294,29.204615,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,6119,911,ES.sg37.TMEM222,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,18045,3902,3.1864781,28.589638,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,1815,420,ES.sg25.MEF2D,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6721,2238,3.1691713,34.08719,1,ES.sg25.MEF2D,MEF2D,1
SeuratProject,5553,756,ES.sg15.DGKA,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,22198,4306,2.7479954,30.930714,1,ES.sg15.DGKA,DGKA,1
SeuratProject,3033,616,ES.sg6.CBLB,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9704,3110,6.5024734,22.434048,1,ES.sg6.CBLB,CBLB,0.570273943
SeuratProject,2082,502,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7429,2542,2.6652308,27.594563,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,992,268,ES.sg4.C10orf54,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3286,1222,1.9172246,38.587948,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,1346,342,control,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3889,1494,3.0856261,27.5135,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,1698,425,ES.sg10.CD5,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5552,2082,3.926513,26.476946,1,ES.sg10.CD5,CD5,1
SeuratProject,2080,393,ES.sg8.CD3D,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6815,2027,2.9200294,32.164345,1,ES.sg8.CD3D,CD3D,0.632823609
SeuratProject,3282,659,ES.sg15.DGKA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9631,2787,2.9695773,25.106426,1,ES.sg15.DGKA,DGKA,1
SeuratProject,5644,786,ES.sg13.CDKN1B,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,19351,3894,4.082476,32.494446,1,ES.sg13.CDKN1B,CDKN1B,1
SeuratProject,1477,348,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4456,1613,4.0394974,27.17684,1,ES.sg43.NonTarget.CTRL108,NonTarget,0
SeuratProject,2241,494,ES.sg2.BTLA,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7265,2322,3.0695114,27.116312,1,ES.sg2.BTLA,BTLA,1
SeuratProject,2762,478,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8764,2490,3.3660429,25.981287,1,ES.sg42.NonTarget.CTRL125,NonTarget,0
SeuratProject,984,278,ES.sg22.LCP2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2820,1136,2.8368795,29.680851,1,ES.sg22.LCP2,LCP2,1.884495701
SeuratProject,4792,660,ES.sg23.LCP2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,17260,3760,4.0266514,30.643105,1,ES.sg23.LCP2,LCP2,-0.67823534
SeuratProject,4794,662,ES.sg19.HAVCR2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,16156,3559,3.8437731,31.994305,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,1839,366,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6655,2028,3.4861007,35.071377,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,1519,388,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4885,1718,2.8454452,30.624361,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,1810,389,ES.sg2.BTLA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6395,2116,4.55043,32.07193,1,ES.sg2.BTLA,BTLA,1
SeuratProject,4022,619,ES.sg10.CD5,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,13011,3126,4.8958573,27.42295,1,ES.sg10.CD5,CD5,1
SeuratProject,2424,487,ES.sg37.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6754,2229,8.320995,24.355938,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,3578,561,ES.sg31.SOCS1,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10539,2702,3.083784,28.959105,1,ES.sg31.SOCS1,SOCS1,1
SeuratProject,3235,612,ES.sg30.SOCS1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10492,2806,3.755242,32.253147,1,ES.sg30.SOCS1,SOCS1,1
SeuratProject,1247,359,ES.sg0.ARID1A,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3837,1746,5.759708,20.771437,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,1033,317,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2816,1416,2.2017045,13.245739,1,ES.sg45.NonTarget.CTRL232,NonTarget,0
SeuratProject,3278,615,ES.sg31.SOCS1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10297,2983,3.5932796,22.822182,1,ES.sg31.SOCS1,SOCS1,1
SeuratProject,1025,316,ES.sg0.ARID1A,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2757,1375,9.539354,17.337687,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,3467,657,ES.sg28.RASA2,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12646,3360,3.6216986,28.681005,1,ES.sg28.RASA2,RASA2,1
SeuratProject,5394,793,ES.sg6.CBLB,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,19604,4171,1.463987,24.913282,1,ES.sg6.CBLB,CBLB,2.83502108
SeuratProject,2296,438,ES.sg7.CBLB,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8391,2464,3.253486,31.12859,1,ES.sg7.CBLB,CBLB,0.297146262
SeuratProject,990,296,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3479,1439,2.8743892,31.043404,1,ES.sg46.NonTarget.CTRL214,NonTarget,0
SeuratProject,2916,506,ES.sg7.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8378,2373,3.8672714,28.670326,1,ES.sg7.CBLB,CBLB,2.117412387
SeuratProject,4557,697,ES.sg37.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12330,3250,7.2506084,21.378752,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,1373,356,ES.sg36.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4211,1483,2.0660176,34.124912,1,ES.sg36.TMEM222,TMEM222,1
SeuratProject,918,266,ES.sg7.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3079,1190,6.0734005,36.99253,1,ES.sg7.CBLB,CBLB,0.102073524
SeuratProject,2545,504,ES.sg7.CBLB,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,9813,2805,3.6584122,31.071028,1,ES.sg7.CBLB,CBLB,-1.405748157
SeuratProject,3868,658,ES.sg14.DGKA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,12692,3217,4.3019223,30.08982,1,ES.sg14.DGKA,DGKA,1
SeuratProject,3404,677,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11414,2934,3.040126,32.915718,1,ES.sg45.NonTarget.CTRL232,NonTarget,0
SeuratProject,3675,629,ES.sg19.HAVCR2,5,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,13614,3513,3.3568385,27.530483,1,ES.sg19.HAVCR2,HAVCR2,1
SeuratProject,1658,387,ES.sg26.PDCD1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5406,1889,2.2567518,27.118017,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,2570,503,ES.sg2.BTLA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8153,2521,3.409788,25.573408,1,ES.sg2.BTLA,BTLA,1
SeuratProject,1696,393,ES.sg26.PDCD1,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5081,1741,2.3420587,32.040936,1,ES.sg26.PDCD1,PDCD1,1
SeuratProject,4026,657,ES.sg38.TNFRSF9,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,13917,3542,2.7879572,24.79701,1,ES.sg38.TNFRSF9,TNFRSF9,1
SeuratProject,2212,488,ES.sg10.CD5,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6144,2102,3.0598958,25.520834,1,ES.sg10.CD5,CD5,1
SeuratProject,1386,320,ES.sg4.C10orf54,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3552,1407,3.856982,22.522522,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,856,274,ES.sg29.RASA2,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2641,1178,1.9310867,25.48277,1,ES.sg29.RASA2,RASA2,1
SeuratProject,1312,342,ES.sg37.TMEM222,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4893,1794,3.3108523,33.59902,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,4027,604,ES.sg23.LCP2,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,15395,3322,2.5073075,36.154594,1,ES.sg23.LCP2,LCP2,-1.204262562
SeuratProject,1174,355,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3376,1400,1.4514219,27.280806,1,ES.sg42.NonTarget.CTRL125,NonTarget,0
SeuratProject,1901,463,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6124,2247,3.8536904,24.101894,1,ES.sg46.NonTarget.CTRL214,NonTarget,0
SeuratProject,3296,587,ES.sg37.TMEM222,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11950,3102,3.7322176,30.736403,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,937,307,ES.sg31.SOCS1,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,2786,1098,2.656138,36.862885,1,ES.sg31.SOCS1,SOCS1,1
SeuratProject,4049,669,ES.sg18.HAVCR2,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,13741,3447,3.8643475,26.781166,1,ES.sg18.HAVCR2,HAVCR2,1
SeuratProject,1845,442,ES.sg2.BTLA,4,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6546,2270,2.2150931,28.505959,1,ES.sg2.BTLA,BTLA,1
SeuratProject,2300,483,ES.sg2.BTLA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7886,2400,3.3096626,31.295967,1,ES.sg2.BTLA,BTLA,1
SeuratProject,1503,385,ES.sg25.MEF2D,7,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5159,1806,3.8185694,32.35123,1,ES.sg25.MEF2D,MEF2D,1
SeuratProject,1040,288,ES.sg18.HAVCR2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3417,1439,5.414106,28.475271,1,ES.sg18.HAVCR2,HAVCR2,1
SeuratProject,3602,685,ES.sg22.LCP2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10798,2858,2.9635117,32.376366,1,ES.sg22.LCP2,LCP2,0.633065084
SeuratProject,4665,807,ES.sg2.BTLA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,16520,4065,4.122276,27.566586,1,ES.sg2.BTLA,BTLA,1
SeuratProject,2307,470,ES.sg17.DGKZ,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7955,2612,3.5323696,24.500315,1,ES.sg17.DGKZ,DGKZ,1
SeuratProject,2697,547,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7830,2420,2.8097062,24.40613,1,ES.sg45.NonTarget.CTRL232,NonTarget,0
SeuratProject,3447,589,ES.sg16.DGKZ,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10644,2849,2.4426906,27.198421,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,5179,785,ES.sg25.MEF2D,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,17202,4050,3.2438087,23.549587,1,ES.sg25.MEF2D,MEF2D,1
SeuratProject,3501,650,ES.sg4.C10orf54,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10944,2960,4.066155,30.546417,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,1116,343,ES.sg11.CD5,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3519,1407,2.4722934,30.77579,1,ES.sg11.CD5,CD5,1
SeuratProject,1292,355,ES.sg21.LAG3,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4214,1428,1.4238254,38.490746,1,ES.sg21.LAG3,LAG3,1
SeuratProject,1393,356,ES.sg4.C10orf54,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3989,1605,2.983204,24.36701,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,1447,377,ES.sg13.CDKN1B,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,4451,1722,2.6510897,25.747023,1,ES.sg13.CDKN1B,CDKN1B,1
SeuratProject,1259,353,ES.sg4.C10orf54,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,5064,1767,0.67140603,37.736965,1,ES.sg4.C10orf54,C10orf54,1
SeuratProject,1875,426,ES.sg23.LCP2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6332,2141,3.0164244,29.200884,1,ES.sg23.LCP2,LCP2,0.171512397
SeuratProject,2605,566,ES.sg37.TMEM222,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7797,2776,2.359882,18.30191,1,ES.sg37.TMEM222,TMEM222,1
SeuratProject,2850,540,ES.sg8.CD3D,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,10468,2986,2.1494076,29.766909,1,ES.sg8.CD3D,CD3D,-1.391769812
SeuratProject,2162,457,ES.sg33.STAT6,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7077,2218,3.1227922,28.317083,1,ES.sg33.STAT6,STAT6,1
SeuratProject,1141,343,ES.sg7.CBLB,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3544,1476,2.4548533,26.89052,1,ES.sg7.CBLB,CBLB,1.981762412
SeuratProject,2464,517,ES.sg16.DGKZ,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,8004,2541,3.8605697,26.724138,1,ES.sg16.DGKZ,DGKZ,1
SeuratProject,1160,283,ES.sg28.RASA2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3434,1363,3.2032616,24.927198,1,ES.sg28.RASA2,RASA2,1
SeuratProject,1919,463,ES.sg15.DGKA,3,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,6301,2199,3.7613077,27.519442,1,ES.sg15.DGKA,DGKA,1
SeuratProject,1156,335,control,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3900,1630,5.230769,27.615385,1,ES.sg45.NonTarget.CTRL232,NonTarget,0
SeuratProject,1120,341,ES.sg0.ARID1A,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,3736,1461,1.7933619,33.85974,1,ES.sg0.ARID1A,ARID1A,1
SeuratProject,2341,524,ES.sg34.TCEB2,1,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,7646,2563,2.4980383,24.941145,1,ES.sg34.TCEB2,TCEB2,-0.710465618
SeuratProject,3657,639,ES.sg15.DGKA,2,D1,Stim,D1_Stim,FALSE,T cells,human,healthy,primary,CRISPR,TCR stimulation,11447,3164,3.2847035,24.556652,1,ES.sg15.DGKA,DGKA,1
