"","response_id","grna_target","n_nonzero_trt","n_nonzero_cntrl","pass_qc","p_value","fold_change","se_fold_change","log_2_fold_change","significant"
"44532","SLIRP","LCP2",241,1152,TRUE,0.78,1.00118654623054,0.0568840267511516,0.00171080958584685,FALSE
"44533","SMYD4","CD3D",52,241,TRUE,0.78,1.0357812080365,0.130862541967403,0.0507192893021201,FALSE
"44534","SNRPD1","STAT6",256,1574,TRUE,0.78,0.993954565360042,0.0392736933445188,-0.0087481886006747,FALSE
"44535","SNX13","BTLA",64,165,TRUE,0.78,0.972244975310228,0.120268204996703,-0.0406082212461341,FALSE
"44536","ST3GAL2","PDCD1",94,222,TRUE,0.78,0.982802487534451,0.0970542593596443,-0.0250265856314501,FALSE
"44537","ST8SIA1","ARID1A",8,48,TRUE,0.78,0.885326948761694,0.309497192888229,-0.175717758053322,FALSE
"44538","STYX","RASA2",85,262,TRUE,0.78,1.0236536746993,0.103490201354389,0.0337277013687601,FALSE
"44539","SULT1A3","TCEB2",14,56,TRUE,0.78,0.884046652656327,0.244612373586666,-0.177805589772939,FALSE
"44540","SVIL","DGKZ",11,43,TRUE,0.78,0.925449266965366,0.275577622672403,-0.111774191019104,FALSE
"44541","SYNGAP1","C10orf54",20,56,TRUE,0.78,1.12719921300011,0.245310828531052,0.172742509484431,FALSE
"44542","SYNGAP1","PDCD1",25,56,TRUE,0.78,1.02076690065473,0.200737242745829,0.0296534542041721,FALSE
"44543","SYNJ2BP","ARID1A",25,155,TRUE,0.78,0.924381673021071,0.186531878630226,-0.113439437963382,FALSE
"44544","TCP11L2","CD3D",14,58,TRUE,0.78,1.07986577877437,0.281022756821818,0.110852004675501,FALSE
"44545","THEMIS2","MEF2D",70,229,TRUE,0.78,1.01917362496288,0.120965838853213,0.0273998479073823,FALSE
"44546","THRA","DGKZ",33,111,TRUE,0.78,1.03689476907147,0.176742955079015,0.0522694873602656,FALSE
"44547","TLE4","LCP2",98,455,TRUE,0.78,0.978843795439785,0.0930494605989227,-0.0308494429487144,FALSE
"44548","TLE4","TNFRSF9",96,455,TRUE,0.78,0.976523198023874,0.0959550682729127,-0.0342737780907351,FALSE
"44549","TMEM106C","CBLB",358,861,TRUE,0.78,1.00959337886154,0.043603376270639,0.0137743539484156,FALSE
"44550","TMEM120B","MEF2D",92,295,TRUE,0.78,1.01972832884463,0.0995728182282148,0.0281848474583642,FALSE
"44551","TMEM263","MEF2D",86,295,TRUE,0.78,0.972824127437984,0.101112399596501,-0.0397490847494957,FALSE
"44552","TMEM33","HAVCR2",119,308,TRUE,0.78,1.02390046787897,0.0865340296133422,0.0340754795210063,FALSE
"44553","TMSB10","RASA2",523,1887,TRUE,0.78,0.998602309982088,0.0156359821246313,-0.00201785095133384,FALSE
"44554","TNFAIP3","MEF2D",76,276,TRUE,0.78,0.96766993613478,0.110637989466031,-0.0474130543120768,FALSE
"44555","TNRC18","TMEM222",16,49,TRUE,0.78,0.931489226769028,0.235986592284268,-0.102389011256442,FALSE
"44556","TOB1","ARID1A",56,304,TRUE,0.78,0.960330699437612,0.122733638873699,-0.0583967970926951,FALSE
"44557","TOM1L2","RASA2",33,107,TRUE,0.78,1.03520355325084,0.173688742586265,0.0499144743833317,FALSE
"44558","TRAM2","DGKA",11,19,TRUE,0.78,0.921244062078939,0.276637691616435,-0.118344679607065,FALSE
"44559","TRAV17","HAVCR2",17,41,TRUE,0.78,1.04431823503569,0.249036211756047,0.0625614112828072,FALSE
"44560","TUBGCP6","RASA2",23,76,TRUE,0.78,0.945286669558873,0.190734336251086,-0.0811761845657615,FALSE
"44561","TWSG1","PDCD1",32,80,TRUE,0.78,0.964501854207429,0.168297651928003,-0.0521440830999806,FALSE
"44562","U2AF1","DGKA",118,180,TRUE,0.78,0.978996625757107,0.0879164290583379,-0.0306242074913622,FALSE
"44563","UBXN10-AS1","DGKZ",9,26,TRUE,0.78,1.06029623615016,0.350968450569024,0.0844673956531787,FALSE
"44564","UBXN10-AS1","PDCD1",13,26,TRUE,0.78,1.10693817187078,0.333627595674252,0.146574642511079,FALSE
"44565","ULK2","ARID1A",8,36,TRUE,0.78,1.09091865020218,0.380058515300482,0.125543523911139,FALSE
"44566","ULK2","CBLB",15,36,TRUE,0.78,0.950649005594868,0.242184971839688,-0.0730153209492189,FALSE
"44567","USP33","BTLA",147,355,TRUE,0.78,0.985333856693036,0.0754116374185643,-0.0213154649499671,FALSE
"44568","VMAC","C10orf54",24,85,TRUE,0.78,0.924911007477676,0.184574750597591,-0.112613534930915,FALSE
"44569","VPS8","CDKN1B",58,263,TRUE,0.78,1.03171050058854,0.135462541211782,0.0450382052983101,FALSE
"44570","WDFY1","STAT6",28,177,TRUE,0.78,0.942286944217448,0.169214120949334,-0.0857616401853795,FALSE
"44571","WSB1","CDKN1B",132,596,TRUE,0.78,0.974757098247026,0.0783164002130774,-0.0368853394234694,FALSE
"44572","XYLT2","BTLA",32,71,TRUE,0.78,1.05480325028615,0.187344814072173,0.0769739218635394,FALSE
"44573","YPEL2","PDCD1",89,198,TRUE,0.78,0.982449028768403,0.0996847824557185,-0.0255455352012158,FALSE
"44574","YPEL3","CD3D",163,772,TRUE,0.78,0.984713700763973,0.0657201162958322,-0.0222237637467185,FALSE
"44575","ZADH2","TCEB2",77,243,TRUE,0.78,1.03109125118569,0.111696581002585,0.0441720163214583,FALSE
"44576","ZBTB18","BTLA",14,37,TRUE,0.78,0.934852379634868,0.246443994518668,-0.097189524521009,FALSE
"44577","ZBTB33","CDKN1B",19,85,TRUE,0.78,1.05795299539808,0.244136591503381,0.0812755302756395,FALSE
"44578","ZC3H8","DGKA",210,292,TRUE,0.78,1.01698212396024,0.0669070787604785,0.0242943203944648,FALSE
"44579","ZDHHC17","LCP2",19,96,TRUE,0.78,0.932938407806126,0.212879624941605,-0.100146256774748,FALSE
"44580","ZFP90","RASA2",47,163,TRUE,0.78,1.03662267733421,0.160201873565042,0.0518908598228542,FALSE
"44581","ZMYM1","TNFRSF9",11,50,TRUE,0.78,0.966658732021419,0.284761159208275,-0.0489214425364618,FALSE
"44582","ZMYM4","BTLA",148,331,TRUE,0.78,1.01751591736871,0.0774507987719203,0.025051363267235,FALSE
"44583","ZNF134","STAT6",17,95,TRUE,0.78,1.04811807674342,0.246615923733785,0.0678012542192747,FALSE
"44584","ZNF227","DGKA",66,95,TRUE,0.78,1.02643185856934,0.124510184960772,0.037637854853077,FALSE
"44585","ZNF264","CD3D",31,144,TRUE,0.78,1.04314954687775,0.184099230655741,0.0609459987714618,FALSE
"44586","ZNF333","PDCD1",22,49,TRUE,0.78,1.05259146205822,0.225380198192021,0.0739455977808514,FALSE
"44587","ZNF420","SOCS1",22,91,TRUE,0.78,0.940578443004192,0.195961303824472,-0.088379827253807,FALSE
"44588","ZNF441","TNFRSF9",7,35,TRUE,0.78,0.861187335698263,0.32288116083953,-0.21560099096472,FALSE
"44589","ZNF470","MEF2D",9,29,TRUE,0.78,1.05631125608562,0.349054957695845,0.07903500652,FALSE
"44590","ZNF512","ARID1A",26,151,TRUE,0.78,0.938706318704732,0.176173602993187,-0.0912542243555602,FALSE
"44591","ZNF518B","CBLB",42,102,TRUE,0.78,0.964648219989918,0.144196989964023,-0.0519251668095567,FALSE
"44592","ZNF552","CD5",27,71,TRUE,0.78,1.04416332135185,0.201486628750783,0.0623473866933442,FALSE
"44593","ZNF718","CDKN1B",13,57,TRUE,0.78,0.977425993355396,0.265804110899986,-0.0329406232204311,FALSE
"44594","ZNF785","BTLA",34,82,TRUE,0.78,1.01075323532576,0.171808587408205,0.0154308215477369,FALSE
"44595","ZNF800","TCEB2",156,554,TRUE,0.78,0.937749497923957,0.0677340657241361,-0.0927255094269688,FALSE
"44596","ZNF852","MEF2D",8,30,TRUE,0.78,0.937298650470479,0.328878459122849,-0.0934192893690163,FALSE
"44597","ZNF92","DGKA",141,213,TRUE,0.78,0.990107185785971,0.081896823137521,-0.0143433797644529,FALSE
"44598","ZWINT","C10orf54",226,738,TRUE,0.78,0.982375039569808,0.0515553376530916,-0.0256541900692654,FALSE
"44599","ABAT","PDCD1",31,72,TRUE,0.784,0.960541083510195,0.169061695845532,-0.0580807738556362,FALSE
"44600","AC137932.4","DGKZ",11,34,TRUE,0.784,1.052740351283,0.313925069677478,0.0741496527856009,FALSE
"44601","AC142472.6","RASA2",15,51,TRUE,0.784,1.04318432930931,0.272598370665939,0.0609941027131103,FALSE
"44602","ACVR1","MEF2D",10,37,TRUE,0.784,0.914125096962717,0.28528715672529,-0.129536484945198,FALSE
"44603","ANGPTL6","CBLB",15,35,TRUE,0.784,1.04224240453234,0.270932663204322,0.0596908583699036,FALSE
"44604","ANKRD12","BTLA",473,1124,TRUE,0.784,1.00732558395545,0.0393598305073245,0.0105300611395882,FALSE
"44605","ANKS1B","RASA2",13,48,TRUE,0.784,0.939394091732575,0.28375580126772,-0.0901975750141643,FALSE
"44606","ANXA2R","LAG3",53,229,TRUE,0.784,0.978858574198323,0.130723634685252,-0.0308276610456186,FALSE
"44607","AP1G1","LCP2",59,268,TRUE,0.784,1.02391856709883,0.129166393771403,0.0341009814372309,FALSE
"44608","AP4E1","ARID1A",13,74,TRUE,0.784,0.920803879317802,0.248290089888884,-0.119034183375554,FALSE
"44609","APPL2","SOCS1",31,110,TRUE,0.784,1.05743613380766,0.182323906056374,0.0805705312209741,FALSE
"44610","ASAP1","CD3D",67,312,TRUE,0.784,1.05455434923276,0.11886425244741,0.0766334501321089,FALSE
"44611","ATP11B","LAG3",57,260,TRUE,0.784,1.02368040418958,0.145377099562879,0.0337653723121371,FALSE
"44612","ATP9B","LAG3",20,93,TRUE,0.784,0.934560120947048,0.207979003828122,-0.0976406182875029,FALSE
"44613","ATXN1L","TMEM222",36,99,TRUE,0.784,0.950298668171193,0.154330680491059,-0.0735470873691703,FALSE
"44614","BATF","SOCS1",294,1245,TRUE,0.784,0.989654719329759,0.0486474922137727,-0.0150028238341924,FALSE
"44615","BBS12","PDCD1",10,31,TRUE,0.784,0.82387412094995,0.259423127131118,-0.27950416883105,FALSE
"44616","BCL10","PDCD1",100,217,TRUE,0.784,1.02868430936971,0.099167316185791,0.0408003046955186,FALSE
"44617","BCL9L","BTLA",53,124,TRUE,0.784,1.02740260047579,0.139594222921203,0.0390016304315192,FALSE
"44618","BFSP1","TNFRSF9",8,30,TRUE,0.784,1.1050493740861,0.387920038346178,0.144110831297977,FALSE
"44619","BIRC3","HAVCR2",360,984,TRUE,0.784,1.00832291011783,0.050454513354006,0.0119577283447127,FALSE
"44620","BIRC6","LAG3",142,570,TRUE,0.784,0.984149008322285,0.0737001968584278,-0.0230513267899205,FALSE
"44621","BRCA2","LCP2",96,505,TRUE,0.784,0.95908383208952,0.0949479048646007,-0.0602711703072615,FALSE
"44622","BTN3A3","LCP2",30,148,TRUE,0.784,0.945844602530956,0.169505716062498,-0.0803249193286994,FALSE
"44623","C15orf53","CDKN1B",15,75,TRUE,0.784,0.935582188812843,0.248350607675465,-0.0960636983060193,FALSE
"44624","C16orf86","CBLB",25,53,TRUE,0.784,1.05543915325687,0.207611656521734,0.0778434087893805,FALSE
"44625","C17orf67","BTLA",50,108,TRUE,0.784,1.03077990397954,0.141436835379391,0.0437363158921666,FALSE
"44626","C1orf56","RASA2",122,453,TRUE,0.784,0.975400241407984,0.0881121498020987,-0.0359337654518036,FALSE
"44627","C7orf60","CD5",16,40,TRUE,0.784,1.04505939832222,0.25745945065845,0.0635849434827656,FALSE
"44628","CADM1","RASA2",11,32,TRUE,0.784,1.06089829641302,0.326336034652304,0.0852863581439215,FALSE
"44629","CALR","DGKZ",430,1434,TRUE,0.784,1.01045528805509,0.0400361472731254,0.0150054848761507,FALSE
"44630","CAMK4","ARID1A",146,763,TRUE,0.784,0.986493148773376,0.0694727736631646,-0.0196190634671626,FALSE
"44631","CASC5","ARID1A",91,502,TRUE,0.784,1.03724126170285,0.102117990584098,0.0527515031955256,FALSE
"44632","CASP8","LCP2",114,507,TRUE,0.784,1.01670374551785,0.0863264709806278,0.0238993575274212,FALSE
"44633","CCNYL1","CD5",9,30,TRUE,0.784,0.94411315144577,0.322235821977776,-0.0829683187250366,FALSE
"44634","CD101","SOCS1",11,38,TRUE,0.784,1.08045314129864,0.321730132791714,0.111636504606481,FALSE
"44635","CD40LG","RASA2",23,75,TRUE,0.784,0.985752632732089,0.233167715407236,-0.0207024364226895,FALSE
"44636","CENPM","DGKA",605,884,TRUE,0.784,0.998200086000386,0.033897706827184,-0.00259906675189923,FALSE
"44637","CEP120","TMEM222",43,112,TRUE,0.784,0.957183487286041,0.140234994204483,-0.0631325862433232,FALSE
"44638","CFAP36","CD5",141,394,TRUE,0.784,0.970529294209752,0.07740517795374,-0.043156335350477,FALSE
"44639","CHMP7","LCP2",37,180,TRUE,0.784,0.953577797356779,0.153130589426717,-0.0685774497082724,FALSE
"44640","CKS1B","SOCS1",272,1070,TRUE,0.784,1.00572835290276,0.0493900895392395,0.00824068601630758,FALSE
"44641","CNTD1","DGKA",9,14,TRUE,0.784,0.971879187065843,0.322005857309549,-0.0411511093009494,FALSE
"44642","CPNE2","CD5",103,289,TRUE,0.784,1.02976451770804,0.103715337231988,0.0423144655873394,FALSE
"44643","CTC-459F4.3","BTLA",49,119,TRUE,0.784,0.964668582130365,0.133922900233249,-0.0518947142068377,FALSE
"44644","CTD-3222D19.8","CBLB",13,28,TRUE,0.784,1.07581374505129,0.294614883502142,0.105428326639692,FALSE
"44645","CTNNB1","RASA2",106,386,TRUE,0.784,0.975160768680257,0.0910089562450799,-0.036288008273913,FALSE
"44646","CTNNB1","TCEB2",107,386,TRUE,0.784,0.974930672527129,0.0902278132374899,-0.0366284626480747,FALSE
"44647","CXorf38","TMEM222",118,305,TRUE,0.784,1.01888258684323,0.0906511406775679,0.0269878089730856,FALSE
"44648","DDX58","ARID1A",26,136,TRUE,0.784,0.954565883507171,0.180314136853368,-0.0670833199623309,FALSE
"44649","DNAJB9","HAVCR2",67,189,TRUE,0.784,0.972673514139814,0.115442977854777,-0.0399724610766134,FALSE
"44650","DOCK10","ARID1A",110,610,TRUE,0.784,0.978457844842135,0.0863132070784143,-0.0314183987080267,FALSE
"44651","DOPEY1","CD5",20,57,TRUE,0.784,0.949972016087602,0.208985164514905,-0.0740430791766937,FALSE
"44652","EDEM1","ARID1A",39,207,TRUE,0.784,0.971027647803885,0.147249708455059,-0.0424157211978895,FALSE
"44653","EDEM1","TMEM222",75,207,TRUE,0.784,1.02935519967642,0.120146245861854,0.0417408990315374,FALSE
"44654","FAM101B","TCEB2",134,442,TRUE,0.784,1.01331993835123,0.0818000763984625,0.0190897522220709,FALSE
"44655","FAM131A","TCEB2",10,29,TRUE,0.784,1.09211939264665,0.341516120177131,0.127130583147604,FALSE
"44656","FAM134B","DGKA",209,288,TRUE,0.784,1.01557313218082,0.0675130039686627,0.0222941329237426,FALSE
"44657","FAM21C","TNFRSF9",61,267,TRUE,0.784,1.03451930194303,0.126606345269779,0.0489605630884,FALSE
"44658","FAM35A","PDCD1",110,258,TRUE,0.784,0.992499754114889,0.0886347039612665,-0.0108613500496753,FALSE
"44659","FAM76A","RASA2",52,177,TRUE,0.784,1.03487116165554,0.140745608515598,0.0494511677143977,FALSE
"44660","FKBP11","LCP2",87,383,TRUE,0.784,1.0169521140175,0.10521013731327,0.0242517475376126,FALSE
"44661","FLCN","C10orf54",57,204,TRUE,0.784,0.964398657416938,0.127902220522745,-0.0522984523866511,FALSE
"44662","FXYD7","CDKN1B",23,91,TRUE,0.784,0.923333561398836,0.191416690708748,-0.115076168097672,FALSE
"44663","GABARAP","TNFRSF9",59,285,TRUE,0.784,0.963151250686619,0.119255672504902,-0.0541657220718237,FALSE
"44664","GCFC2","TNFRSF9",58,254,TRUE,0.784,0.973997289292663,0.120528938252576,-0.0380103377024087,FALSE
"44665","GPR89A","ARID1A",22,119,TRUE,0.784,1.01039790989466,0.212229924337933,0.0149235598876246,FALSE
"44666","GTF2IRD2B","DGKZ",13,43,TRUE,0.784,1.03156284207415,0.28218645748415,0.0448317118566294,FALSE
"44667","HERC1","TNFRSF9",55,248,TRUE,0.784,1.0359056041482,0.135138483147211,0.0508925448855451,FALSE
"44668","HERC2","PDCD1",153,370,TRUE,0.784,0.988945210286543,0.0754686587124582,-0.0160375001289457,FALSE
"44669","HERC4","CDKN1B",76,326,TRUE,0.784,1.01051759639877,0.109580000769987,0.0150944439504124,FALSE
"44670","HERC4","RASA2",96,326,TRUE,0.784,1.00679184835013,0.0955686311553333,0.00976544064961941,FALSE
"44671","HIST2H2AC","ARID1A",129,705,TRUE,0.784,0.97234103572218,0.0857127568235288,-0.0404656861468622,FALSE
"44672","HIST3H2A","CBLB",217,502,TRUE,0.784,1.01288711977509,0.0668138068023061,0.0184734033445934,FALSE
"44673","HSH2D","CD3D",67,360,TRUE,0.784,0.967309611879108,0.114668300673652,-0.0479503602730764,FALSE
"44674","HSPB1","MEF2D",237,802,TRUE,0.784,1.01870114442105,0.0664419591624645,0.0267308712292642,FALSE
"44675","ICA1L","C10orf54",33,119,TRUE,0.784,0.944149118972468,0.164627879776658,-0.0829133579569071,FALSE
"44676","IER3","TCEB2",171,568,TRUE,0.784,0.955348927553491,0.0841193799430874,-0.0659003417277217,FALSE
"44677","IL12RB1","SOCS1",72,284,TRUE,0.784,1.03037031226962,0.120313456062453,0.0431629312530389,FALSE
"44678","IL18R1","LAG3",13,60,TRUE,0.784,0.930185646776697,0.255146820244117,-0.104409416349113,FALSE
"44679","IRF4","CDKN1B",105,486,TRUE,0.784,1.03733129205813,0.105550429277151,0.0528767206500168,FALSE
"44680","ISPD","BTLA",10,20,TRUE,0.784,1.10033514908714,0.345614807035324,0.13794301855137,FALSE
"44681","JARID2","CD3D",85,429,TRUE,0.784,1.0246782871501,0.106490036482482,0.0351710254514018,FALSE
"44682","JAZF1","PDCD1",8,17,TRUE,0.784,1.01796409092996,0.358161149080428,0.0256866706955363,FALSE
"44683","KANSL1L","DGKZ",7,22,TRUE,0.784,1.11670236518923,0.41810270361945,0.159244715379038,FALSE
"44684","KCNA3","RASA2",47,166,TRUE,0.784,0.969491958612814,0.138254514113122,-0.0446991628446475,FALSE
"44685","KIAA1107","CD5",7,24,TRUE,0.784,0.944070440821538,0.370861773201858,-0.0830335861132674,FALSE
"44686","KLF7","C10orf54",33,96,TRUE,0.784,1.04912336194564,0.179783602683708,0.0691843282518972,FALSE
"44687","KMT2C","PDCD1",167,388,TRUE,0.784,1.01680833593807,0.0748735946793948,0.0240477629213065,FALSE
"44688","KPNA2","TNFRSF9",185,835,TRUE,0.784,1.03948560043762,0.0786950212927986,0.0558697732793774,FALSE
"44689","LATS1","TNFRSF9",23,104,TRUE,0.784,0.987777530159269,0.198620504626446,-0.017741944045575,FALSE
"44690","LGALS1","PDCD1",782,1818,TRUE,0.784,1.00884786049388,0.0267160464841705,0.0127086249295444,FALSE
"44691","LINC00176","CDKN1B",91,370,TRUE,0.784,1.02471980702119,0.110010212467456,0.0352294821390548,FALSE
"44692","LINC00886","PDCD1",12,34,TRUE,0.784,0.925731111213098,0.273872502292583,-0.111334887203614,FALSE
"44693","LYAR","TMEM222",339,894,TRUE,0.784,1.00578289092482,0.0516052028760002,0.00831891747957545,FALSE
"44694","MAML2","C10orf54",50,186,TRUE,0.784,0.95381953334045,0.13601751681834,-0.0682117667945965,FALSE
"44695","MAN1B1","ARID1A",46,252,TRUE,0.784,0.948592120962909,0.133879499212051,-0.0761402094922139,FALSE
"44696","MARCKSL1","CBLB",160,403,TRUE,0.784,0.9829874564033,0.0798625012344598,-0.0247550879860196,FALSE
"44697","MCM7","STAT6",133,795,TRUE,0.784,1.02670007981174,0.0798168483935923,0.0380148023363125,FALSE
"44698","MDGA1","ARID1A",7,40,TRUE,0.784,0.875690904229279,0.328029022021518,-0.191506368471011,FALSE
"44699","MORC2","LCP2",20,100,TRUE,0.784,0.951972615639293,0.205608095775384,-0.0710080211961765,FALSE
"44700","MT-ND4","MEF2D",547,1887,TRUE,0.784,1.01132722129405,0.0168162332288635,0.016249865843946,FALSE
"44701","MT-ND4L","DGKZ",297,1086,TRUE,0.784,1.01413648452954,0.053299756047676,0.0202518262104498,FALSE
"44702","MT1F","PDCD1",306,721,TRUE,0.784,0.984317611834741,0.0538562736574133,-0.0228041867577748,FALSE
"44703","NCR3","LCP2",66,308,TRUE,0.784,1.01489833783113,0.135533722493713,0.0213352201666488,FALSE
"44704","NFATC1","SOCS1",38,162,TRUE,0.784,0.952569172549886,0.163463304328117,-0.070104234542605,FALSE
"44705","NLRC5","C10orf54",117,374,TRUE,0.784,1.02265356600831,0.0908835138816313,0.0323175006569487,FALSE
"44706","NOCT","DGKA",7,12,TRUE,0.784,0.922454195880537,0.347623391970311,-0.116450818420667,FALSE
"44707","NOL9","CD3D",32,179,TRUE,0.784,0.959038227426889,0.167256974746888,-0.0603397724280762,FALSE
"44708","NR3C1","CD3D",125,624,TRUE,0.784,1.02394906848852,0.084126280812973,0.0341439570699165,FALSE
"44709","NSF","C10orf54",59,210,TRUE,0.784,0.97313333696455,0.123643283864167,-0.0392906008797433,FALSE
"44710","NUMB","LCP2",59,272,TRUE,0.784,1.03491733096586,0.131828764418524,0.0495155300734493,FALSE
"44711","OASL","C10orf54",45,138,TRUE,0.784,1.03851440495167,0.15268120462862,0.0545212275530067,FALSE
"44712","OTUD7B","CBLB",41,99,TRUE,0.784,1.01312228649043,0.156321206951266,0.0188083216865178,FALSE
"44713","P2RX4","MEF2D",121,405,TRUE,0.784,0.989134830947767,0.0830229575727129,-0.0157609038510068,FALSE
"44714","PAM","RASA2",18,56,TRUE,0.784,1.03098107510512,0.23904285437675,0.0440178505502714,FALSE
"44715","PCNX","CD5",52,171,TRUE,0.784,0.96899220081505,0.13501164312699,-0.0454430411053466,FALSE
"44716","PCNXL4","MEF2D",110,380,TRUE,0.784,0.972090149875865,0.0871041180770504,-0.0408379819328979,FALSE
"44717","PDE7A","SOCS1",157,602,TRUE,0.784,0.97681935938847,0.0707837097216211,-0.0338363017928284,FALSE
"44718","PEX1","TMEM222",78,197,TRUE,0.784,1.02867006278307,0.114322747460475,0.0407803242000062,FALSE
"44719","PMAIP1","RASA2",98,300,TRUE,0.784,0.967913545828651,0.110945029881386,-0.0470499033528026,FALSE
"44720","POMC","TNFRSF9",40,205,TRUE,0.784,1.03838452017668,0.175058029199181,0.0543407814862773,FALSE
"44721","PPM1K","MEF2D",149,513,TRUE,0.784,0.983108914057198,0.07417307470115,-0.024576840004066,FALSE
"44722","PPM1N","TNFRSF9",22,102,TRUE,0.784,0.947610135361431,0.195418031773068,-0.077634465581616,FALSE
"44723","PRDM2","LCP2",126,637,TRUE,0.784,0.98744338302208,0.0809494670172304,-0.0182300640519304,FALSE
"44724","PSMD6-AS2","BTLA",9,22,TRUE,0.784,0.958540444606624,0.317364000763349,-0.0610887887087018,FALSE
"44725","PTMS","RASA2",189,674,TRUE,0.784,0.986076235318387,0.0714849268838296,-0.0202289066369892,FALSE
"44726","PTPRJ","LAG3",43,192,TRUE,0.784,0.912388926756,0.13205689834143,-0.132279157456018,FALSE
"44727","R3HDM2","BTLA",143,343,TRUE,0.784,0.985865417389369,0.0774923985808313,-0.0205373802487376,FALSE
"44728","R3HDM2","TMEM222",131,343,TRUE,0.784,1.02614603108964,0.0864198184922286,0.0372360558351038,FALSE
"44729","RAB11FIP4","SOCS1",24,94,TRUE,0.784,0.953099671875726,0.187990015958527,-0.069301000792321,FALSE
"44730","RANBP6","STAT6",24,151,TRUE,0.784,0.993479545410571,0.19844593675555,-0.00943783052114016,FALSE
