"","response_id","grna_target","n_nonzero_trt","n_nonzero_cntrl","pass_qc","p_value","fold_change","se_fold_change","log_2_fold_change","significant"
"44299","RP11-538P18.2","RASA2",34,109,TRUE,0.776,1.04227192653398,0.176052430568007,0.0597317228002724,FALSE
"44300","RP11-707G18.1","CD3D",7,40,TRUE,0.776,0.886068113858526,0.330267477733016,-0.174510488941378,FALSE
"44301","RP11-83A24.2","SOCS1",26,111,TRUE,0.776,0.950873481649788,0.186947636503543,-0.0726746986374574,FALSE
"44302","RP13-582O9.7","PDCD1",7,21,TRUE,0.776,0.83695419407278,0.315201788444943,-0.256779427658191,FALSE
"44303","RP4-575N6.4","RASA2",17,52,TRUE,0.776,1.06084307918068,0.255676077931806,0.0852112673451997,FALSE
"44304","RPS6KA5","LAG3",88,361,TRUE,0.776,1.01952938588626,0.105250231897211,0.0279033587398954,FALSE
"44305","SAMHD1","DGKA",361,526,TRUE,0.776,1.01136329910399,0.0491148598768092,0.0163013312332031,FALSE
"44306","SCAMP1","STAT6",19,119,TRUE,0.776,1.00441261354957,0.222269151026761,0.00635205139543407,FALSE
"44307","SEC31B","BTLA",37,85,TRUE,0.776,1.03575975083032,0.167526021376081,0.0506894021740691,FALSE
"44308","SELM","TNFRSF9",16,75,TRUE,0.776,0.929854523089825,0.227843646319533,-0.104923072466606,FALSE
"44309","SENP6","TMEM222",224,618,TRUE,0.776,0.987082930661732,0.0600772933534182,-0.018756795789993,FALSE
"44310","SENP7","DGKZ",55,225,TRUE,0.776,0.953678422622446,0.127891195290978,-0.0684252189063708,FALSE
"44311","SGTB","LAG3",43,173,TRUE,0.776,0.95918537949861,0.141211039147557,-0.0601184264246396,FALSE
"44312","SKAP2","TMEM222",80,223,TRUE,0.776,0.982154178049075,0.10696397080579,-0.0259785790568867,FALSE
"44313","SLC1A4","MEF2D",146,489,TRUE,0.776,1.01847549997578,0.0784657598358244,0.0264112758476675,FALSE
"44314","SLC30A7","ARID1A",33,201,TRUE,0.776,0.951091929801009,0.162146006025307,-0.0723433003229077,FALSE
"44315","SLC7A6","TMEM222",56,142,TRUE,0.776,0.963147153002617,0.123508967491264,-0.0541718599665314,FALSE
"44316","SRSF8","LCP2",128,591,TRUE,0.776,1.02230031150027,0.0833703420583501,0.0318190654231741,FALSE
"44317","STIM2","LAG3",113,471,TRUE,0.776,0.972105790045242,0.0850068735720737,-0.0408147702860304,FALSE
"44318","SYNJ2","TNFRSF9",27,113,TRUE,0.776,1.06575455213452,0.200441735010367,0.0918752174673389,FALSE
"44319","TBC1D2B","BTLA",106,245,TRUE,0.776,1.02650436357621,0.0954978718673686,0.0377397602242841,FALSE
"44320","TBC1D4","BTLA",91,200,TRUE,0.776,1.02612815076314,0.104359288512696,0.0372109170319229,FALSE
"44321","THUMPD3-AS1","LAG3",179,699,TRUE,0.776,1.02176789184733,0.0685951439126889,0.0310675061463599,FALSE
"44322","TLR1","HAVCR2",7,22,TRUE,0.776,0.889380877976673,0.333812520731497,-0.169126708350395,FALSE
"44323","TMEM106B","C10orf54",111,370,TRUE,0.776,0.980490939569952,0.0866883206839478,-0.028423795931328,FALSE
"44324","TMIGD2","TCEB2",46,171,TRUE,0.776,0.976124565634326,0.150120067072455,-0.0348628295215467,FALSE
"44325","TOM1","CD3D",25,131,TRUE,0.776,0.939971971207836,0.184417737082163,-0.0893103568229831,FALSE
"44326","TPM4","STAT6",228,1358,TRUE,0.776,0.991638152796576,0.0460536824597196,-0.0121143154035012,FALSE
"44327","TRAV14DV4","CBLB",9,19,TRUE,0.776,1.06079987565563,0.351398206231536,0.0851525114539618,FALSE
"44328","TSC1","ARID1A",21,102,TRUE,0.776,1.03678491826985,0.219010833610816,0.0521166371319065,FALSE
"44329","TSPAN10","DGKA",11,18,TRUE,0.776,0.945259366267032,0.283584416819335,-0.0812178554089946,FALSE
"44330","U2AF1","TCEB2",47,180,TRUE,0.776,0.964555297557544,0.142617775084038,-0.0520641451301505,FALSE
"44331","VAMP2","CDKN1B",253,1061,TRUE,0.776,0.981144671730612,0.0489783103543445,-0.0274622145084218,FALSE
"44332","VAMP2","STAT6",175,1061,TRUE,0.776,1.01727282497763,0.0633676384439745,0.0247066511293538,FALSE
"44333","VCPIP1","RASA2",67,246,TRUE,0.776,0.97868779698433,0.11531815908249,-0.0310793837572504,FALSE
"44334","VPS41","TNFRSF9",59,273,TRUE,0.776,0.995661465174443,0.121336078864301,-0.00627279991875782,FALSE
"44335","WDR59","LAG3",46,194,TRUE,0.776,0.955486591297271,0.135926482944728,-0.0656924674247316,FALSE
"44336","XCL2","STAT6",26,176,TRUE,0.776,1.0825141701081,0.275008706268328,0.114385909950507,FALSE
"44337","ZBTB18","CD5",12,37,TRUE,0.776,0.932602819895739,0.265874436061865,-0.100665302949799,FALSE
"44338","ZC3H12D","MEF2D",106,351,TRUE,0.776,1.02393519045364,0.0951430265040074,0.03412440345304,FALSE
"44339","ZC3HAV1","TNFRSF9",177,795,TRUE,0.776,1.02188872694086,0.063585355464895,0.0312381103357232,FALSE
"44340","ZMYM4","DGKZ",102,331,TRUE,0.776,1.02764664389756,0.0950471224405755,0.0393442793845422,FALSE
"44341","ZMYM4","TNFRSF9",71,331,TRUE,0.776,0.972858838023314,0.112942716812125,-0.039697609981802,FALSE
"44342","ZNF101","TCEB2",81,267,TRUE,0.776,1.0237157404365,0.110490892302554,0.0338151715933668,FALSE
"44343","ZNF136","TMEM222",40,104,TRUE,0.776,1.01138125442947,0.157364897082057,0.0163269440165638,FALSE
"44344","ZNF197","RASA2",25,79,TRUE,0.776,1.04481483170684,0.203373901010764,0.0632472819721239,FALSE
"44345","ZNF248","RASA2",24,86,TRUE,0.776,0.957755875427001,0.190224249811774,-0.0622701238874913,FALSE
"44346","ZNF253","C10orf54",26,91,TRUE,0.776,0.932106582466318,0.178667858230571,-0.101433164467013,FALSE
"44347","ZNF253","SOCS1",23,91,TRUE,0.776,1.0414482993555,0.219049215856171,0.0585912214094797,FALSE
"44348","ZNF276","TMEM222",58,150,TRUE,0.776,1.03438917263988,0.133190695777469,0.0487790790808948,FALSE
"44349","ZNF296","TMEM222",24,61,TRUE,0.776,1.0231660628656,0.205354875698643,0.0330403177416074,FALSE
"44350","ZNF354A","ARID1A",23,123,TRUE,0.776,1.03581072178579,0.216732516813545,0.0507603971468906,FALSE
"44351","ZNF431","STAT6",43,256,TRUE,0.776,1.04610762882324,0.154858497246537,0.065031290955323,FALSE
"44352","ZNF480","DGKZ",88,298,TRUE,0.776,1.01413846880835,0.101857873161427,0.0202546490123456,FALSE
"44353","ZNF568","TNFRSF9",10,51,TRUE,0.776,0.884186646097222,0.276389833630778,-0.177577149506035,FALSE
"44354","ZNF577","HAVCR2",7,16,TRUE,0.776,1.11071575652612,0.417595936094831,0.151489663606305,FALSE
"44355","ZNF683","MEF2D",38,125,TRUE,0.776,0.975909853370845,0.168937926677076,-0.0351802053997341,FALSE
"44356","ZNF75A","TMEM222",99,282,TRUE,0.776,0.974155756734222,0.0992029570677078,-0.0377756331518093,FALSE
"44357","ZNF761","DGKA",36,53,TRUE,0.776,1.04345025368443,0.174976926284343,0.0613618218935083,FALSE
"44358","ZNF841","MEF2D",7,27,TRUE,0.776,0.885386232632318,0.331980483422133,-0.175621154552446,FALSE
"44359","ZNRD1-AS1","CDKN1B",15,60,TRUE,0.776,1.08708672619748,0.283162757595428,0.120467041068044,FALSE
"44360","AAK1","CD3D",169,857,TRUE,0.78,1.01516773214337,0.0655267243498428,0.0217181178923392,FALSE
"44361","ABHD13","STAT6",27,171,TRUE,0.78,0.963046424008046,0.175516972087736,-0.0543227494958168,FALSE
"44362","ABTB1","MEF2D",99,333,TRUE,0.78,0.972105183601487,0.0912124389924406,-0.0408156703050191,FALSE
"44363","AC104532.4","MEF2D",8,23,TRUE,0.78,1.10432995906716,0.385514321966523,0.143171294568124,FALSE
"44364","AC142472.6","CDKN1B",13,51,TRUE,0.78,1.06165639173829,0.288988537560297,0.0863169091293921,FALSE
"44365","AC253572.1","DGKA",7,12,TRUE,0.78,0.92896817644748,0.350196430168642,-0.106298919665646,FALSE
"44366","ADAT1","ARID1A",30,171,TRUE,0.78,0.965546343335319,0.171961669863972,-0.0505825890045557,FALSE
"44367","ANKRD28","SOCS1",127,524,TRUE,0.78,0.991624927391381,0.089105883802904,-0.0121335566495855,FALSE
"44368","APOBEC3H","MEF2D",99,305,TRUE,0.78,1.03156792695581,0.100953738939241,0.0448388233142939,FALSE
"44369","ARHGAP26","PDCD1",67,149,TRUE,0.78,1.02027747617675,0.120854224827656,0.0289615630441299,FALSE
"44370","ARRDC3","CD3D",10,57,TRUE,0.78,0.894253703284412,0.278989422766069,-0.161243907164214,FALSE
"44371","ARRDC5","HAVCR2",21,56,TRUE,0.78,1.0205216833989,0.218771098693297,0.0293068361675257,FALSE
"44372","ATP2B1","CDKN1B",121,530,TRUE,0.78,0.982672787220211,0.0799852849217644,-0.0252169904692319,FALSE
"44373","ATP8A1","CD5",74,219,TRUE,0.78,0.9658320617517,0.110722023598457,-0.0501557388913663,FALSE
"44374","AURKA","DGKZ",155,564,TRUE,0.78,1.03440805385395,0.0768726856711887,0.0488054130623468,FALSE
"44375","BCORL1","CBLB",7,15,TRUE,0.78,1.0801554485978,0.406485013588746,0.111238950150818,FALSE
"44376","BIRC3","CBLB",432,984,TRUE,0.78,0.983018562244422,0.0414769530414011,-0.0247094357933938,FALSE
"44377","BIRC5","ARID1A",166,911,TRUE,0.78,1.00774278221592,0.0630624196373388,0.0111274501712952,FALSE
"44378","BLOC1S3","DGKZ",18,64,TRUE,0.78,1.03810662062168,0.245029984579389,0.0539546259141526,FALSE
"44379","BRWD3","TMEM222",41,102,TRUE,0.78,1.04309451273544,0.160632579668767,0.0608698835309256,FALSE
"44380","BTAF1","TNFRSF9",33,164,TRUE,0.78,0.955399147222068,0.165177517973783,-0.0658245058100687,FALSE
"44381","C18orf32","RASA2",27,97,TRUE,0.78,0.933104695201174,0.174695860668758,-0.0998891330240191,FALSE
"44382","C2orf49","TCEB2",88,297,TRUE,0.78,1.02598866685562,0.105723371471677,0.0370147949201137,FALSE
"44383","CAPRIN2","TCEB2",23,79,TRUE,0.78,0.952950328744451,0.193684949526862,-0.069527077333074,FALSE
"44384","CAPS","DGKA",19,28,TRUE,0.78,1.00888871251209,0.229751094863666,0.012767043857841,FALSE
"44385","CASP1","TMEM222",100,256,TRUE,0.78,1.01644303904218,0.0980028449920142,0.0235293695418014,FALSE
"44386","CASS4","HAVCR2",12,37,TRUE,0.78,0.894195484463098,0.25571023272947,-0.161337834355884,FALSE
"44387","CBWD3","BTLA",33,87,TRUE,0.78,0.956959358257544,0.164503519845366,-0.0634704396487392,FALSE
"44388","CCDC102B","HAVCR2",12,34,TRUE,0.78,1.04872901745892,0.309559476906377,0.068641946101778,FALSE
"44389","CCDC112","HAVCR2",20,52,TRUE,0.78,1.03170972442454,0.232498493343678,0.0450371199469643,FALSE
"44390","CCDC152","CDKN1B",40,166,TRUE,0.78,1.03234579151124,0.163053827913685,0.0459262926011038,FALSE
"44391","CCDC69","LAG3",111,445,TRUE,0.78,0.979394117801619,0.082939324429482,-0.0300385635781938,FALSE
"44392","CD101","STAT6",7,38,TRUE,0.78,1.09913775300134,0.408819192059006,0.13637220805038,FALSE
"44393","CD84","MEF2D",131,446,TRUE,0.78,0.974767560688159,0.078822175420445,-0.0368698545083454,FALSE
"44394","CD9","PDCD1",121,299,TRUE,0.78,0.921419340878245,0.0921051502988054,-0.118070214010268,FALSE
"44395","CDC20","DGKZ",165,567,TRUE,0.78,1.02235733427747,0.0780135859572376,0.0318995351077488,FALSE
"44396","CDC20","RASA2",171,567,TRUE,0.78,0.988192155973869,0.0777315711183708,-0.0171364908146615,FALSE
"44397","CDC42SE1","LCP2",171,748,TRUE,0.78,1.01639980655169,0.0745724104615436,0.0234680059201404,FALSE
"44398","CDK17","TNFRSF9",26,110,TRUE,0.78,1.03534221879258,0.200364448731463,0.0501077104782876,FALSE
"44399","CENPM","TCEB2",260,884,TRUE,0.78,0.973047882687595,0.0481646453942426,-0.0394172945919429,FALSE
"44400","CEP104","CDKN1B",75,307,TRUE,0.78,1.03145680943499,0.111882446576383,0.0446834119965544,FALSE
"44401","CEP68","C10orf54",44,153,TRUE,0.78,1.02652055287063,0.155445147329887,0.0377625132017007,FALSE
"44402","CEP78","SOCS1",129,466,TRUE,0.78,1.02557814955295,0.0810796333333397,0.036437430069088,FALSE
"44403","CHST12","DGKA",454,694,TRUE,0.78,0.993100965724223,0.0427891853852138,-0.00998769501404693,FALSE
"44404","CHST12","HAVCR2",235,694,TRUE,0.78,0.99329974421899,0.0607685179762844,-0.00969895493440675,FALSE
"44405","CITED2","CD3D",90,467,TRUE,0.78,0.980274347093528,0.100230813622596,-0.0287425254549764,FALSE
"44406","CREBBP","C10orf54",106,352,TRUE,0.78,1.01822309533649,0.095914653937072,0.026053694294754,FALSE
"44407","CREBZF","ARID1A",63,361,TRUE,0.78,0.982215653476378,0.118039770813106,-0.0258882800788503,FALSE
"44408","CSAD","CD3D",24,110,TRUE,0.78,1.04774838309046,0.206851262820844,0.0672922950698896,FALSE
"44409","CTB-31O20.2","STAT6",11,57,TRUE,0.78,1.10876666524634,0.327245658045049,0.148955789024706,FALSE
"44410","CTC-459F4.3","ARID1A",20,119,TRUE,0.78,0.940387741735897,0.208653556938727,-0.0886723617791332,FALSE
"44411","CXCR3","MEF2D",270,938,TRUE,0.78,1.01435124012406,0.0583142652556812,0.0205573018893065,FALSE
"44412","CXorf38","STAT6",49,305,TRUE,0.78,0.962903099799414,0.128534603246629,-0.0545374728027974,FALSE
"44413","DHFR","PDCD1",335,805,TRUE,0.78,1.01485797958541,0.0478889046184479,0.0212778491014954,FALSE
"44414","DHFRL1","TMEM222",36,95,TRUE,0.78,1.03449154280295,0.171800109927271,0.0489218508952496,FALSE
"44415","DHRS1","DGKA",92,131,TRUE,0.78,1.01519362529877,0.103505301725218,0.0217549152109553,FALSE
"44416","DOCK10","PDCD1",262,610,TRUE,0.78,0.98395828698474,0.0567622979821743,-0.0233309383023464,FALSE
"44417","DPH5","LCP2",110,457,TRUE,0.78,1.02111044673217,0.0886912568783994,0.0301389213920605,FALSE
"44418","DTYMK","STAT6",155,960,TRUE,0.78,1.00993589816467,0.06099494190748,0.0142637263089871,FALSE
"44419","EIF3J-AS1","BTLA",108,258,TRUE,0.78,0.972532955603226,0.0904308760300628,-0.0401809562746281,FALSE
"44420","EIF3J-AS1","DGKZ",74,258,TRUE,0.78,1.02559396879695,0.118694981744899,0.0364596830479227,FALSE
"44421","ENTPD1","DGKZ",257,938,TRUE,0.78,0.989204005235908,0.058835598596247,-0.0156600137500048,FALSE
"44422","ENTPD3-AS1","HAVCR2",48,128,TRUE,0.78,1.02907360597996,0.145999979989067,0.0413461767745856,FALSE
"44423","EPC2","MEF2D",57,201,TRUE,0.78,0.965565331135371,0.123414050129421,-0.0505542181906496,FALSE
"44424","ERICH6-AS1","BTLA",41,103,TRUE,0.78,0.966223463715831,0.150832918053397,-0.0495712073673729,FALSE
"44425","ERICH6-AS1","SOCS1",24,103,TRUE,0.78,0.941148406542122,0.192782460179873,-0.0875058602431283,FALSE
"44426","EYA3","LAG3",42,163,TRUE,0.78,1.04782871069805,0.152328068259109,0.067402897768808,FALSE
"44427","FAM159A","LCP2",21,103,TRUE,0.78,0.948968023684477,0.205229249783745,-0.075568619705311,FALSE
"44428","FBXL20","TNFRSF9",37,165,TRUE,0.78,1.02251257266053,0.16469796981973,0.0321185824369398,FALSE
"44429","FBXL22","RASA2",7,26,TRUE,0.78,0.912239847608183,0.341277248309912,-0.132514904859277,FALSE
"44430","FBXO38","TCEB2",33,114,TRUE,0.78,0.984172059832472,0.166985842362235,-0.0230175352505514,FALSE
"44431","FLCN","DGKZ",59,204,TRUE,0.78,1.02815560195027,0.129546571006022,0.040058619759597,FALSE
"44432","FNIP2","BTLA",61,153,TRUE,0.78,0.975244182356113,0.122900168549476,-0.0361646077498239,FALSE
"44433","FOXK1","LCP2",18,96,TRUE,0.78,0.929908006296454,0.219841576272234,-0.104840094176877,FALSE
"44434","FOXK1","TMEM222",38,96,TRUE,0.78,1.04784744651162,0.168967131136257,0.0674286938014904,FALSE
"44435","FUT8-AS1","CD3D",8,47,TRUE,0.78,0.877089355117965,0.302788884012348,-0.189204267475326,FALSE
"44436","GAS2L1","RASA2",10,38,TRUE,0.78,0.925326776705461,0.299585527371249,-0.111965155335272,FALSE
"44437","GBP3","DGKA",195,299,TRUE,0.78,0.985039639702521,0.0676590984617981,-0.0217463126010263,FALSE
"44438","GBP7","TNFRSF9",10,57,TRUE,0.78,0.916443015869628,0.295565134739375,-0.125882917644473,FALSE
"44439","GIMAP5","BTLA",47,105,TRUE,0.78,1.03368250185748,0.149818368864134,0.047793126335087,FALSE
"44440","GNAQ","DGKA",174,285,TRUE,0.78,0.988505730037446,0.0737533355843931,-0.0166787660875097,FALSE
"44441","GNB5","DGKA",210,319,TRUE,0.78,0.984612468398331,0.065418215915886,-0.0223720859843498,FALSE
"44442","GNB5","MEF2D",93,319,TRUE,0.78,0.967431093009956,0.0942902421592234,-0.0477691884759206,FALSE
"44443","GOLGA5","DGKZ",65,214,TRUE,0.78,1.03795317120692,0.12441253969799,0.053741355842666,FALSE
"44444","GPR65","SOCS1",116,441,TRUE,0.78,1.01564402829157,0.0876800695807404,0.0223948424583427,FALSE
"44445","GPR89A","CDKN1B",29,119,TRUE,0.78,1.10805160326598,0.203629085463525,0.148025070955994,FALSE
"44446","HAPLN3","BTLA",91,236,TRUE,0.78,0.968280925109169,0.10423120094308,-0.0465024208757628,FALSE
"44447","HDAC10","LAG3",34,155,TRUE,0.78,0.9425082694866,0.161776677405002,-0.0854228183681614,FALSE
"44448","HSBP1L1","LAG3",13,48,TRUE,0.78,1.05504959688925,0.288738072782751,0.0773108202635687,FALSE
"44449","IBTK","CDKN1B",102,436,TRUE,0.78,0.982890636659154,0.089298995464085,-0.0248971938117527,FALSE
"44450","IFI44","CD5",17,48,TRUE,0.78,0.935571194045694,0.223694430943642,-0.0960806526574758,FALSE
"44451","IFNGR1","DGKA",97,141,TRUE,0.78,1.00903019985411,0.09920942125488,0.0129693543528477,FALSE
"44452","IFT80","RASA2",21,77,TRUE,0.78,0.948043483346151,0.205984053747811,-0.0769748630115517,FALSE
"44453","IL16","DGKA",654,975,TRUE,0.78,1.00790772557212,0.0355257393501741,0.0113635654716666,FALSE
"44454","ILF3-AS1","TMEM222",177,468,TRUE,0.78,0.982231487423783,0.0705639981481095,-0.0258650230953212,FALSE
"44455","INTS6-AS1","TNFRSF9",23,113,TRUE,0.78,0.930532314002443,0.186755156020245,-0.103871844182078,FALSE
"44456","INTS8","TCEB2",68,213,TRUE,0.78,1.03365339714303,0.120015376220483,0.0477525047532513,FALSE
"44457","IQSEC1","DGKZ",34,135,TRUE,0.78,0.955572924119143,0.164047306119894,-0.0655621188583359,FALSE
"44458","IRAK4","TCEB2",108,360,TRUE,0.78,0.983611066078011,0.087084632389324,-0.0238401288776637,FALSE
"44459","ITGA2","MEF2D",43,134,TRUE,0.78,1.03794838103776,0.154000605583195,0.0537346977684483,FALSE
"44460","KDM3A","BTLA",70,182,TRUE,0.78,0.974606880861741,0.114302405520823,-0.0371076866911506,FALSE
"44461","KDM4B","STAT6",15,105,TRUE,0.78,0.950552624061763,0.24499225901825,-0.0731615959763332,FALSE
"44462","KDM7A","CD3D",17,86,TRUE,0.78,0.916035155928855,0.218440058517028,-0.126525127230052,FALSE
"44463","KIAA1919","MEF2D",20,71,TRUE,0.78,0.943463169300795,0.206611681439511,-0.083961895561087,FALSE
"44464","KIZ","CD3D",38,174,TRUE,0.78,1.04006125541648,0.164892421153178,0.0566684997924579,FALSE
"44465","KMT2C","DGKA",270,388,TRUE,0.78,1.01445904777199,0.0569624148432636,0.0207106267813532,FALSE
"44466","LDHA","CDKN1B",380,1656,TRUE,0.78,1.01279158819236,0.0403062782830192,0.0183373275293971,FALSE
"44467","LINC01355","DGKZ",8,32,TRUE,0.78,0.889174491410511,0.311026319498512,-0.169461533885735,FALSE
"44468","LNPEP","TNFRSF9",126,604,TRUE,0.78,0.97993564511659,0.080122739304588,-0.0292410880266119,FALSE
"44469","LYSMD3","HAVCR2",45,137,TRUE,0.78,0.966394291328852,0.142848933887126,-0.0493161624676246,FALSE
"44470","MAML2","RASA2",53,186,TRUE,0.78,0.964529419713863,0.12675723259668,-0.0521028513999327,FALSE
"44471","MANBA","ARID1A",21,124,TRUE,0.78,0.892900589178279,0.189404622267777,-0.163428532623726,FALSE
"44472","MATN1-AS1","DGKA",9,11,TRUE,0.78,1.06900545058011,0.355101057589678,0.096269209003064,FALSE
"44473","MEGF9","CD5",24,60,TRUE,0.78,1.04801958278585,0.207423925343045,0.067665674627354,FALSE
"44474","METTL15","MEF2D",44,154,TRUE,0.78,0.961557171734586,0.140121370877565,-0.056555455808044,FALSE
"44475","MPZL3","MEF2D",38,133,TRUE,0.78,0.973792131487635,0.159607670588466,-0.0383142516120442,FALSE
"44476","MR1","CD5",67,209,TRUE,0.78,0.975936228228415,0.117460080141881,-0.0351412157718305,FALSE
"44477","MT-CO3","C10orf54",580,1887,TRUE,0.78,1.00299899906874,0.0144815538031829,0.00432016622996299,FALSE
"44478","MTR","C10orf54",76,237,TRUE,0.78,1.02442930876948,0.112809843206371,0.0348204339280559,FALSE
"44479","MXI1","C10orf54",34,110,TRUE,0.78,1.04511352531037,0.177774099645485,0.063659663365045,FALSE
"44480","N4BP2","TCEB2",137,465,TRUE,0.78,0.976930847808101,0.0758050069796759,-0.0336716504574635,FALSE
"44481","N4BP2L1","MEF2D",102,364,TRUE,0.78,0.975841650478649,0.0921060020764167,-0.0352810337830519,FALSE
"44482","NEIL2","CDKN1B",18,69,TRUE,0.78,1.05623310304075,0.241836717754739,0.0789282622428267,FALSE
"44483","NEK7","LCP2",34,152,TRUE,0.78,1.03869437976263,0.172187662443112,0.0547712253094304,FALSE
"44484","NFKBID","MEF2D",40,130,TRUE,0.78,0.948548228273926,0.144548251224284,-0.076206966561361,FALSE
"44485","NKG7","TCEB2",423,1392,TRUE,0.78,0.993754632762568,0.0449407687675076,-0.00903841391948135,FALSE
"44486","NMRK1","DGKZ",183,641,TRUE,0.78,1.02043279696716,0.0703041895686464,0.0291811733802496,FALSE
"44487","NOL9","TNFRSF9",37,179,TRUE,0.78,0.927601366671241,0.147392521636835,-0.108423149323056,FALSE
"44488","NPW","TCEB2",20,54,TRUE,0.78,1.2445282479408,0.316003067733048,0.315598976563707,FALSE
"44489","NXPE3","CBLB",62,162,TRUE,0.78,0.969069960670735,0.121182688962977,-0.0453272721063264,FALSE
"44490","PACS1","BTLA",136,331,TRUE,0.78,1.02579099952327,0.0839698894750311,0.0367368180148208,FALSE
"44491","PASK","RASA2",178,657,TRUE,0.78,1.01254852270373,0.0886160897908268,0.0179910455643559,FALSE
"44492","PBLD","CD5",9,28,TRUE,0.78,0.919898929939549,0.304534071181273,-0.120452735114467,FALSE
"44493","PHLDA3","CD3D",15,78,TRUE,0.78,0.952803449036819,0.240494583096764,-0.0697494592889162,FALSE
"44494","PILRB","SOCS1",45,200,TRUE,0.78,0.966309623397691,0.141923219936741,-0.0494425656932362,FALSE
"44495","PILRB","TCEB2",59,200,TRUE,0.78,0.972726530894655,0.118466447729356,-0.0398938273688502,FALSE
"44496","PINK1","RASA2",48,149,TRUE,0.78,1.03569214704556,0.14211026530526,0.0505952347496117,FALSE
"44497","PMAIP1","C10orf54",106,300,TRUE,0.78,0.995495126317047,0.10214644651977,-0.00651384198069887,FALSE
"44498","POMC","TMEM222",77,205,TRUE,0.78,0.976088582373051,0.109247885084553,-0.0349160131328299,FALSE
"44499","PPIAL4G","STAT6",8,43,TRUE,0.78,1.07644247930476,0.377350766588454,0.106271229826636,FALSE
"44500","PRCP","TNFRSF9",55,245,TRUE,0.78,1.02391860457583,0.139588337216944,0.0341010342420874,FALSE
"44501","PRELID1","MEF2D",478,1661,TRUE,0.78,1.01822562903315,0.027375680862212,0.0260572842222159,FALSE
"44502","PRKCA","MEF2D",151,498,TRUE,0.78,1.01656372193007,0.0749794875419503,0.0237006514159461,FALSE
"44503","PRMT2","CD5",392,1124,TRUE,0.78,0.993383999784071,0.0394621593520193,-0.00957658509436581,FALSE
"44504","PSME4","HAVCR2",101,292,TRUE,0.78,0.971985598629983,0.0904201092245626,-0.0409931565079767,FALSE
"44505","PTGER2","MEF2D",96,330,TRUE,0.78,0.981700150432667,0.0951725577288683,-0.0266456584759536,FALSE
"44506","PTMA","CD3D",393,1887,TRUE,0.78,1.00802859916938,0.0241636853508691,0.0115365706776438,FALSE
"44507","PWWP2A","MEF2D",86,299,TRUE,0.78,0.97393263172118,0.0985830016257497,-0.0381061123570941,FALSE
"44508","RAB29","DGKA",304,461,TRUE,0.78,0.98510158441018,0.0545379180067738,-0.0216555908583565,FALSE
"44509","RARA","ARID1A",33,183,TRUE,0.78,1.03298643603741,0.180760485376384,0.0468213105533713,FALSE
"44510","RBM34","C10orf54",44,157,TRUE,0.78,0.931292994581059,0.135874417736465,-0.102692968640453,FALSE
"44511","RBM6","DGKZ",164,591,TRUE,0.78,0.981229371543321,0.0705757739240375,-0.0273376755600449,FALSE
"44512","RENBP","CD5",95,247,TRUE,0.78,1.02667182581336,0.100058756747571,0.0379750999295158,FALSE
"44513","RNASET2","CDKN1B",131,553,TRUE,0.78,1.02247737620686,0.0799867989722415,0.0320689218024706,FALSE
"44514","RNF38","SOCS1",29,116,TRUE,0.78,0.945589394260834,0.169244992112272,-0.0807142405617507,FALSE
"44515","RP11-138A9.1","TCEB2",52,178,TRUE,0.78,0.963563453855772,0.130771628109388,-0.0535484189748506,FALSE
"44516","RP11-182L21.6","CDKN1B",13,68,TRUE,0.78,0.903543990043641,0.254387950740995,-0.14633325287566,FALSE
"44517","RP11-192H23.6","LCP2",25,116,TRUE,0.78,1.04796692830649,0.208586120365529,0.0675931890880905,FALSE
"44518","RP11-285F7.2","TCEB2",11,32,TRUE,0.78,1.07295314341714,0.319805786753918,0.10158707401077,FALSE
"44519","RP11-464F9.20","CDKN1B",7,32,TRUE,0.78,0.957632909659262,0.357625462553196,-0.0624553626285148,FALSE
"44520","RP11-65I12.1","PDCD1",53,132,TRUE,0.78,0.971033676981823,0.132455993911293,-0.0424067634322405,FALSE
"44521","RP11-83A24.2","CD5",42,111,TRUE,0.78,1.02691695441346,0.15627222301744,0.0383195172937272,FALSE
"44522","RP4-798A10.2","BTLA",11,28,TRUE,0.78,0.965197746862966,0.288770191238482,-0.0511035471263004,FALSE
"44523","RPGR","CD3D",20,108,TRUE,0.78,0.930149418739096,0.206067317624584,-0.104465606237875,FALSE
"44524","RRBP1","CBLB",183,444,TRUE,0.78,0.982092436400516,0.0672593142384821,-0.0260692747664432,FALSE
"44525","SDCBP","BTLA",223,494,TRUE,0.78,1.00799122423772,0.0624001188179165,0.0114830785165643,FALSE
"44526","SESN1","LAG3",26,116,TRUE,0.78,0.943236107186138,0.1814344780888,-0.084309148981336,FALSE
"44527","SGPP1","CBLB",28,73,TRUE,0.78,0.963013512037594,0.180804987098767,-0.0543720542299773,FALSE
"44528","SLC1A4","CD5",166,489,TRUE,0.78,0.979118922994963,0.0732519622862354,-0.0304439958394895,FALSE
"44529","SLC25A45","RASA2",105,372,TRUE,0.78,0.975932182660113,0.0902286831683966,-0.0351471962173312,FALSE
"44530","SLC2A13","BTLA",32,83,TRUE,0.78,0.95149876754482,0.167766116955876,-0.0717263070776373,FALSE
"44531","SLC38A2","CDKN1B",118,468,TRUE,0.78,1.01476838891418,0.0834311344332915,0.0211504837704424,FALSE
