,gene_names,tau,std,stat,rej,pvalue,padj,pvalue_emp_null_adj,padj_emp_null_adj,trt
72130,LST1,-0.2779150259347617,0.08728969151358282,-3.183824127635007,0.0,0.0014534329024419135,0.0020784167284259164,0.6317093343872473,0.9899930783425118,SOCS1
72131,NCR3,-0.5518352645157498,0.08966744470616089,-6.1542432297932335,0.0,7.543683458776441e-10,3.424810376974447e-09,0.40843798270387077,0.9899930783425118,SOCS1
72132,C6orf47-AS1,0.0,inf,,0.0,,,,,SOCS1
72133,C6orf48,-0.08889481377820704,0.022760244987440816,-3.905705488990102,0.0,9.39508812307549e-05,0.0001669895177226878,0.8713518657766794,0.9945482339021811,SOCS1
72134,C2,0.0,inf,,0.0,,,,,SOCS1
72135,EGFL8,0.0,inf,,0.0,,,,,SOCS1
72136,HLA-DRA,-0.09682003924134945,0.06422268081333385,-1.5075677006190586,0.0,0.1316652045585635,0.13999124459545617,0.2238700770451032,0.9899930783425118,SOCS1
72137,HLA-DRB5,-0.6889646273583468,0.07678730059063747,-8.972377229814366,0.0,2.901826502747312e-19,1.0678000385334766e-17,0.038860581824224756,0.7161134055322387,SOCS1
72138,HLA-DRB1,-0.23844762661211902,0.05106301260107479,-4.6696740843508335,0.0,3.016779617024277e-06,6.956066800072161e-06,0.86191012169207,0.9931412426964099,SOCS1
72139,HLA-DQA1,-0.24328589729710504,0.08658096069881727,-2.8099237445909795,0.0,0.004955323924101215,0.006514843060972311,0.5197631455317941,0.9899930783425118,SOCS1
72140,HLA-DQB1,-0.0945622476472708,0.05499521112237268,-1.719463308120692,0.0,0.0855300432267168,0.0932084649817723,0.2613780486062245,0.9899930783425118,SOCS1
72141,HLA-DMB,-0.33427997043340113,0.0920398990853655,-3.631902835131989,0.0,0.00028133905808926416,0.00045823395321759215,0.777697352906944,0.9899930783425118,SOCS1
72142,HLA-DMA,-0.20420022434603352,0.06411952016411726,-3.1846811052760904,0.0,0.0014491360258154398,0.0020743492134733957,0.6319773585671692,0.9899930783425118,SOCS1
72143,HLA-DPA1,-0.29256258700988086,0.04817337396598519,-6.073118050989263,0.0,1.254501609851002e-09,5.450940381808447e-09,0.42895668429007117,0.9899930783425118,SOCS1
72144,HLA-DPB1,-0.15369266999930842,0.04783870289092769,-3.2127265312717177,0.0,0.0013148141553788444,0.0018992573905640465,0.640775232055497,0.9899930783425118,SOCS1
72145,COL11A2,0.0,inf,,0.0,,,,,SOCS1
72146,HCG25,0.0,inf,,0.0,,,,,SOCS1
