,ARID1A,BTLA,C10orf54,CBLB,CD3D,CD5,CDKN1B,DGKA,DGKZ,HAVCR2,LAG3,LCP2,MEF2D,PDCD1,RASA2,SOCS1,STAT6,TCEB2,TMEM222,TNFRSF9
NBPF1,0.0,0.0004958181521310097,0.0015918723202214843,-0.00376665042252003,0.0,-0.0,-0.0,-0.0038612599127464693,-0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0
RP11-108M9.4,-0.0,0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,0.0
KLHDC7A,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0
IFFO2,0.0,0.0012562569809286843,-0.0,-0.0,-0.006539946346203865,0.0,0.0018144521212868155,0.002152201539877449,0.004551398772492517,0.006392909825764821,0.0,0.0,-0.0,-0.003273682230499654,0.0,-0.0,-0.0,-0.0,-0.0,-0.0
AKR7A3,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
OTUD3,0.0,-0.0,-0.010535385244865737,0.0,-0.010042325589880708,-0.0,-0.007837155690233551,-0.0,0.0017486023781899504,-0.0028944492051636143,-0.004243562613789072,-0.0,-0.006776675715270628,-0.0,-0.007601839048255736,0.005557055168420337,-0.0,0.007265872754561967,-0.004803863804873832,0.002654063626284244
PLA2G2C,-0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0
UBXN10-AS1,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0
RP4-745E8.2,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0
PINK1,0.0,0.0,0.009452867198109349,-0.0005921429784920262,-0.0,0.007054481104875524,-0.0,-0.015658860281020492,-0.021796080452084685,-0.0,-0.0017772760789666127,-0.00039109469143513086,-0.0,0.0,0.008181663326377068,-0.0,0.00873647169475298,0.005988448470773759,-0.0,0.02494866448853248
RP5-1071N3.1,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,0.0,-0.0,-0.0,0.0,-0.0,0.0
NBPF3,0.0,0.002291250900131444,0.006002651901647355,-0.0,-0.009654665583087627,-0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,-0.0,0.0,0.0,0.0,-0.007938182695117028,0.00019633962442943737,-0.0017288610056476303
LINC00339,0.008773199055727241,-0.0,0.0,0.0069842718487882725,0.0,0.0,-0.006267479653998322,-0.0,-0.0024595419331781064,0.0,0.0,0.0,0.004634055948468372,-0.0,-0.009855708718672307,0.0,-0.0,-0.00470202446270412,-0.0051478323532435375,-0.0
LINC01355,0.0,-0.03037921501843399,-0.000576974872365529,-0.0019533587727096923,-0.0012328090410257122,0.0028105260029610683,-0.007346625448210147,0.0,0.0,0.0023886937718697347,-0.0066063474319328986,0.0,-0.010989652581687886,0.0,-0.0,-0.009492007320117485,-0.0,-0.0,0.0,0.0
TCEA3,-0.0,0.0,0.003777918339878649,-0.0,-0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-1.3293621993769018e-05,-0.0,-0.0,-0.0,0.0035220125550788984,0.0,-0.0
RP1-150O5.3,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0
ID3,0.02252378773210555,0.00044237210487179675,0.0,0.002354086352875861,-0.017481812830276524,-0.0,-0.0,0.010412545869413965,-0.0,0.0,0.016846363601680722,-0.0,-0.01567286980634599,-0.0007436994513888913,0.0015662789246552733,-0.0,-0.01233856719979284,-0.009599882613572475,0.016220452229476875,-0.012367028227964543
MDS2,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,0.0
CNR2,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0028178712126177958,-0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0
NIPAL3,-0.0015597832287289057,0.00983234240612946,0.026673203585595568,-0.034628564246449556,-0.008950387379437492,-0.03070768963533153,-0.007631639785983913,-0.018740321683199185,-0.023984159886324196,0.0,0.02234769067058586,-0.02594982823708886,0.02011612365523131,-0.03979275905085243,-0.0,-0.017784115704475866,-0.024707913951671264,0.0,-0.0,0.011069491398966501
RCAN3,-0.002453979471323255,0.04119625483302062,-0.0,0.05630286249975674,-0.002693260904125724,0.029788627442051456,-0.008475066799430903,-0.01794125970050627,-0.04030912201668348,0.007890196193876669,0.0009682249924324127,0.0,-0.03127246945886504,-0.024381969778930496,-0.0,-0.06437205569914199,0.0,-0.007540079305543491,-0.007069616965920474,0.038098962770434355
RP4-594I10.3,-0.004478159082201239,-0.011624274807008214,-0.003933541010398541,-0.003340965811481456,-0.0,-0.0,0.02437911052267544,0.006018627515581284,-0.0042470624637228754,0.0007558834480500803,0.005498036854057578,0.001104905069763419,-0.0,-0.0,-0.013411364793694425,0.0,0.0,0.005299685106472228,-0.005652694858380107,0.000917032844179092
